# z        bx_sc        by_sc        bx_wo_sc        by_wo_sc
1.3638000e+01 3.8127328e+01 3.8070096e+01 1.9178097e+01 1.9175918e+01
1.3649000e+01 3.8030777e+01 3.7975964e+01 1.9194341e+01 1.9191285e+01
1.3660000e+01 3.7983325e+01 3.7929367e+01 1.9228315e+01 1.9225254e+01
1.3671000e+01 3.8130416e+01 3.8073953e+01 1.9296966e+01 1.9294324e+01
1.3683000e+01 3.8218759e+01 3.8156365e+01 1.9365873e+01 1.9361412e+01
1.3694000e+01 3.8158017e+01 3.8096518e+01 1.9412121e+01 1.9407647e+01
1.3705000e+01 3.8117745e+01 3.8055675e+01 1.9456657e+01 1.9454421e+01
1.3716000e+01 3.8140182e+01 3.8075936e+01 1.9504852e+01 1.9500803e+01
1.3728000e+01 3.8210785e+01 3.8149179e+01 1.9553057e+01 1.9551258e+01
1.3739000e+01 3.8291184e+01 3.8230788e+01 1.9596710e+01 1.9592190e+01
1.3750000e+01 3.8317710e+01 3.8259411e+01 1.9624465e+01 1.9622215e+01
1.3761000e+01 3.8240265e+01 3.8184346e+01 1.9638271e+01 1.9632852e+01
1.3773000e+01 3.8155907e+01 3.8101661e+01 1.9659464e+01 1.9656771e+01
1.3784000e+01 3.8265982e+01 3.8210035e+01 1.9726678e+01 1.9723964e+01
1.3796000e+01 3.8394919e+01 3.8335762e+01 1.9807416e+01 1.9804672e+01
1.3806000e+01 3.8358239e+01 3.8296329e+01 1.9859542e+01 1.9854954e+01
1.3818000e+01 3.8306005e+01 3.8244277e+01 1.9905653e+01 1.9901512e+01
1.3829000e+01 3.8314133e+01 3.8251682e+01 1.9955358e+01 1.9953040e+01
1.3841000e+01 3.8373798e+01 3.8311897e+01 2.0005430e+01 2.0000803e+01
1.3851000e+01 3.8450596e+01 3.8389920e+01 2.0044356e+01 2.0042029e+01
1.3863000e+01 3.8494818e+01 3.8436197e+01 2.0073460e+01 2.0071135e+01
1.3874000e+01 3.8438928e+01 3.8381920e+01 2.0085978e+01 2.0083200e+01
1.3886000e+01 3.8331885e+01 3.8277333e+01 2.0098393e+01 2.0095623e+01
1.3896000e+01 3.8391029e+01 3.8335626e+01 2.0155627e+01 2.0150523e+01
1.3908000e+01 3.8552988e+01 3.8494281e+01 2.0243975e+01 2.0241621e+01
1.3919000e+01 3.8550500e+01 3.8488926e+01 2.0309712e+01 2.0307340e+01
1.3930000e+01 3.8491786e+01 3.8428968e+01 2.0359867e+01 2.0355149e+01
1.3941000e+01 3.8485564e+01 3.8422784e+01 2.0410259e+01 2.0405527e+01
1.3953000e+01 3.8533720e+01 3.8471531e+01 2.0456232e+01 2.0454305e+01
1.3964000e+01 3.8609580e+01 3.8547898e+01 2.0499591e+01 2.0497188e+01
1.3975000e+01 3.8663887e+01 3.8603508e+01 2.0530528e+01 2.0525301e+01
1.3986000e+01 3.8632910e+01 3.8575533e+01 2.0540315e+01 2.0535098e+01
1.3998000e+01 3.8523804e+01 3.8468185e+01 2.0545825e+01 2.0540620e+01
1.4009000e+01 3.8528477e+01 3.8472865e+01 2.0590178e+01 2.0584487e+01
1.4020000e+01 3.8697209e+01 3.8638992e+01 2.0685404e+01 2.0680141e+01
1.4031000e+01 3.8738805e+01 3.8677583e+01 2.0762955e+01 2.0758137e+01
1.4043000e+01 3.8680382e+01 3.8617176e+01 2.0813587e+01 2.0811609e+01
1.4054000e+01 3.8657919e+01 3.8594802e+01 2.0864308e+01 2.0859941e+01
1.4065000e+01 3.8693957e+01 3.8631470e+01 2.0914595e+01 2.0910216e+01
1.4077000e+01 3.8763699e+01 3.8701011e+01 2.0960647e+01 2.0955775e+01
1.4088000e+01 3.8823838e+01 3.8763169e+01 2.0988358e+01 2.0985881e+01
1.4099000e+01 3.8817607e+01 3.8758431e+01 2.0999575e+01 2.0994228e+01
1.4110000e+01 3.8709024e+01 3.8652338e+01 2.0996766e+01 2.0993833e+01
1.4122000e+01 3.8670110e+01 3.8614273e+01 2.1029014e+01 2.1023197e+01
1.4133000e+01 3.8816373e+01 3.8758708e+01 2.1117733e+01 2.1112358e+01
1.4144000e+01 3.8908315e+01 3.8847496e+01 2.1210469e+01 2.1207953e+01
1.4155000e+01 3.8859643e+01 3.8796800e+01 2.1274735e+01 2.1270274e+01
1.4167000e+01 3.8820639e+01 3.8757203e+01 2.1325320e+01 2.1322776e+01
1.4178000e+01 3.8835230e+01 3.8771762e+01 2.1375887e+01 2.1371399e+01
1.4189000e+01 3.8893439e+01 3.8830539e+01 2.1423849e+01 2.1418856e+01
1.4200000e+01 3.8960463e+01 3.8898105e+01 2.1462677e+01 2.1457678e+01
1.4212000e+01 3.9000545e+01 3.8940277e+01 2.1492047e+01 2.1487048e+01
1.4222000e+01 3.8999429e+01 3.8939907e+01 2.1514486e+01 2.1509490e+01
1.4234000e+01 3.8996253e+01 3.8937487e+01 2.1547676e+01 2.1544626e+01
1.4245000e+01 3.9032722e+01 3.8973140e+01 2.1606376e+01 2.1600857e+01
1.4257000e+01 3.9067644e+01 3.9007253e+01 2.1666818e+01 2.1663734e+01
1.4267000e+01 3.9085218e+01 3.9023329e+01 2.1717664e+01 2.1715066e+01
1.4279000e+01 3.9101035e+01 3.9039859e+01 2.1764606e+01 2.1759533e+01
1.4290000e+01 3.9115343e+01 3.9054144e+01 2.1810083e+01 2.1804997e+01
1.4302000e+01 3.9134434e+01 3.9073207e+01 2.1854042e+01 2.1851412e+01
1.4313000e+01 3.9146821e+01 3.9085576e+01 2.1901015e+01 2.1895904e+01
1.4324000e+01 3.9162194e+01 3.9100927e+01 2.1943593e+01 2.1940436e+01
1.4335000e+01 3.9177122e+01 3.9115834e+01 2.1990110e+01 2.1986940e+01
1.4347000e+01 3.9192053e+01 3.9131480e+01 2.2036674e+01 2.2034002e+01
1.4358000e+01 3.9207726e+01 3.9146392e+01 2.2083797e+01 2.2081113e+01
1.4369000e+01 3.9222663e+01 3.9162045e+01 2.2128486e+01 2.2125281e+01
1.4380000e+01 3.9238343e+01 3.9176963e+01 2.2175707e+01 2.2172490e+01
1.4392000e+01 3.9256275e+01 3.9195607e+01 2.2222978e+01 2.2219749e+01
1.4403000e+01 3.9271961e+01 3.9210532e+01 2.2270299e+01 2.2267058e+01
1.4414000e+01 3.9286911e+01 3.9226198e+01 2.2315176e+01 2.2311923e+01
1.4425000e+01 3.9302604e+01 3.9241129e+01 2.2362595e+01 2.2359331e+01
1.4448000e+01 3.9398596e+01 3.9083442e+01 2.2327099e+01 2.2574119e+01
